,Time (s),ID,Route,Next Stop,Current Stop,Direction,Total Distance (Km),Total Energy (KWh),SOC,At Stop,Previous Direction
3440097,81900,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3440517,81910,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3440937,81920,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3441357,81930,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3441777,81940,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3442197,81950,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3442617,81960,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3443037,81970,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3443457,81980,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3443877,81990,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3444297,82000,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3444717,82010,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3445137,82020,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3445557,82030,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3445977,82040,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3446397,82050,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3446817,82060,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3447237,82070,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3447657,82080,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3448077,82090,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3448497,82100,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3448917,82110,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3449337,82120,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3449757,82130,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3450177,82140,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3450597,82150,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3451017,82160,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3451437,82170,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3451857,82180,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3452277,82190,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3452697,82200,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3453117,82210,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3453537,82220,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3453957,82230,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3454377,82240,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3454797,82250,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3455217,82260,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3455637,82270,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3456057,82280,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3456477,82290,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3456897,82300,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3457317,82310,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3457737,82320,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3458157,82330,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3458577,82340,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3458997,82350,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3459417,82360,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3459837,82370,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3460257,82380,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3460677,82390,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3461097,82400,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3461517,82410,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3461937,82420,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3462357,82430,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3462777,82440,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3463197,82450,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3463617,82460,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3464037,82470,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3464457,82480,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3464877,82490,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3465297,82500,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3465717,82510,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3466137,82520,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3466557,82530,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3466977,82540,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3467397,82550,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3467817,82560,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3468237,82570,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3468657,82580,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3469077,82590,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3469497,82600,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3469917,82610,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3470337,82620,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3470757,82630,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3471177,82640,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3471597,82650,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3472017,82660,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3472437,82670,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3472857,82680,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3473277,82690,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3473697,82700,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3474117,82710,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3474537,82720,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3474957,82730,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3475377,82740,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3475797,82750,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3476217,82760,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3476637,82770,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3477057,82780,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3477477,82790,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3477897,82800,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3478317,82810,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3478737,82820,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3479157,82830,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3479577,82840,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3479997,82850,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3480417,82860,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3480837,82870,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3481257,82880,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3481677,82890,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3482097,82900,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3482517,82910,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3482937,82920,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3483357,82930,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3483777,82940,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3484197,82950,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3484617,82960,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3485037,82970,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3485457,82980,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3485877,82990,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3486297,83000,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3486717,83010,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3487137,83020,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3487557,83030,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3487977,83040,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3488397,83050,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3488817,83060,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3489237,83070,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3489657,83080,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3490077,83090,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
3490497,83100,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,63.623999999999526,117.06816000000352,0.9013045782292692,False,BATTERY PK CITY via AVENUE C via PK ROW
